id,timestamp,severidade,tipo_evento,status_sistema,ip_origem,parecer_soc,compliance_lgpd,acao_soar_gerada,analise_trafego,modelo_ia_utilizado,relatorio_normativo,log_raw,origem
63,2026-09-01 20:21:55,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,45.33.32.156,"O evento de segurança registra um falha de conexão SSH tentativa de acesso do usuário root de um host remoto (45.33.32.156, Fremont, United States) ao host local (192.168.15.3) sem sucesso. O usuário não é válido, o que indica um ataque de força bruta ou tentativa de reconhecimento de sistemas. Este evento deve ser tratado como potencialmente comprometedor.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Akamai Technologies, Inc. | Local: Fremont/United States | Serviços expostos na origem (45.33.32.156): Portas [22, 80]",qwen2.5:3b,"Parecer: O evento de segurança registra um falha de conexão SSH tentativa de acesso do usuário root de um host remoto (45.33.32.156, Fremont, United States) ao host local (192.168.15.3) sem sucesso. O usuário não é válido, o que indica um ataque de força bruta ou tentativa de reconhecimento de sistemas. Este evento deve ser tratado como potencialmente comprometedor.
Recomendação: Bloquear temporariamente o host remoto (45.33.32.156) e realizar um reset de senhas para o usuário root no host local. Implementar regras de firewall mais restritivas para bloquear tentativas de conexão SSH não autorizadas e atualizar o sistema operacional e os programas de segurança para proteger contra novos ataques de força bruta.",Failed password for invalid user root from 45.33.32.156 port 42741 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
62,2026-09-01 20:20:56,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.12,"O evento de segurança reportado indica um ataque de força bruta contra o usuário root. A tentativa ocorreu de um IP externo (192.168.15.12) que é local (LAN, Rede Privada / Intranet). Essa situação representa um alto risco de acesso não autorizado ao sistema, pois o acesso foi realizado usando um nome de usuário inválido (root).",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.12. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O evento de segurança reportado indica um ataque de força bruta contra o usuário root. A tentativa ocorreu de um IP externo (192.168.15.12) que é local (LAN, Rede Privada / Intranet). Essa situação representa um alto risco de acesso não autorizado ao sistema, pois o acesso foi realizado usando um nome de usuário inválido (root).
Recomendação: Implementar medidas de segurança adicionais, como fortalecer a autenticação (por exemplo, com autenticação por dois fatores), limitar o acesso ao usuário root ou permitir apenas o acesso a essas funções a partir de IPs confiáveis. Além disso, considerar a atualização do sistema operacional e todas as suas dependências para garantir que eles estão atualizados e protegidos contra vulnerabilidades conhecidas.",Failed password for invalid user root from 192.168.15.12 port 50144 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
61,2026-09-01 20:19:57,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,45.33.32.156,"O log indica um ataque de força bruta em um host com IP 192.168.15.3, onde um usuário invalido (root) tenta se conectar por SSH, proveniente de um IP externo (45.33.32.156). Este ataque é altamente preocupante pois tenta acessar o sistema de maneira inválida, indicando um risco de comprometimento da segurança do host.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Akamai Technologies, Inc. | Local: Fremont/United States | Serviços expostos na origem (45.33.32.156): Portas [22, 80]",qwen2.5:3b,"Parecer: O log indica um ataque de força bruta em um host com IP 192.168.15.3, onde um usuário invalido (root) tenta se conectar por SSH, proveniente de um IP externo (45.33.32.156). Este ataque é altamente preocupante pois tenta acessar o sistema de maneira inválida, indicando um risco de comprometimento da segurança do host.
Recomendação: Implementar medidas de segurança como o uso de autenticação forte, como duas fases de autenticação (2FA) e a utilização de criptografia SSL/TLS para redes IPsec. Além disso, atualizar o sistema para a última versão, realizar backup regular e realizar manutenção preventiva. Também é recomendado analisar logs de rede para identificar outros possíveis ataques.",Failed password for invalid user root from 45.33.32.156 port 34818 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
60,2026-09-01 20:19:02,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,185.220.101.5,"O log indica um ataque de força bruta contra o usuário root em um host com o IP 192.168.15.3. O atacante tentou acessar o host utilizando um IP externo de Brandenburg an der Havel, Germany (185.220.101.5), que é uma possível tentativa de intrusão. Este tipo de ataque de força bruta é uma ameaça significativa à segurança da informação.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Stiftung Erneuerbare Freiheit | Local: Brandenburg an der Havel/Germany | Sondagem concluída em 185.220.101.5. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log indica um ataque de força bruta contra o usuário root em um host com o IP 192.168.15.3. O atacante tentou acessar o host utilizando um IP externo de Brandenburg an der Havel, Germany (185.220.101.5), que é uma possível tentativa de intrusão. Este tipo de ataque de força bruta é uma ameaça significativa à segurança da informação.
Recomendação: Bloquear o IP do atacante. Implementar medidas de autenticação multifator e atualizar os sistemas para proteger contra tentativas de força bruta. Monitorar atividades de login e auditoria em tempo real.",Failed password for invalid user root from 185.220.101.5 port 38015 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
59,2026-09-01 20:18:19,INFO,Acesso SSH Autorizado,OPERACIONAL,185.220.101.5,"O log indica que um host no IP 185.220.101.5 (localizada em Brandenburg an der Havel, Germany) realizou uma conexão SSH para o host 192.168.15.3 usando uma chave pública. Esta conexão foi aprovada. Essa informação pode ser considerada normal e não necessita de ação preventiva, pois é um comportamento esperado de uma conexão SSH segura.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,Provedor: Stiftung Erneuerbare Freiheit | Local: Brandenburg an der Havel/Germany | Sondagem concluída em 185.220.101.5. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log indica que um host no IP 185.220.101.5 (localizada em Brandenburg an der Havel, Germany) realizou uma conexão SSH para o host 192.168.15.3 usando uma chave pública. Esta conexão foi aprovada. Essa informação pode ser considerada normal e não necessita de ação preventiva, pois é um comportamento esperado de uma conexão SSH segura.
Recomendação: Não há recomendação preventiva necessária neste caso.",Accepted publickey for servidor from 185.220.101.5 port 54589 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
58,2026-09-01 20:17:20,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.7,"O log indicando um falha de autenticação para o usuário root ocorreu do IP 192.168.15.7, que é uma rede local (LAN) e intranet. Este evento é considerado altamente preocupante pois envolve uma tentativa de login com um usuário inválido (root) de um host externo, o que sugere uma possível invasão ou comprometimento de segurança do sistema. A tentativa de login falhou, indicando que a autenticação do usuário não foi bem-sucedida.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log indicando um falha de autenticação para o usuário root ocorreu do IP 192.168.15.7, que é uma rede local (LAN) e intranet. Este evento é considerado altamente preocupante pois envolve uma tentativa de login com um usuário inválido (root) de um host externo, o que sugere uma possível invasão ou comprometimento de segurança do sistema. A tentativa de login falhou, indicando que a autenticação do usuário não foi bem-sucedida.
Recomendação: Implementar medidas de segurança adicionais, como reforçar as políticas de autenticação e autorização, atualizar as versões de sistemas operacionais e aplicações, realizar testes de penetração e monitoramento de vulnerabilidades para identificar e prevenir possíveis ameaças futuras.",Failed password for invalid user root from 192.168.15.7 port 53201 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
57,2026-09-01 20:16:25,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.7,"O evento de segurança no host 192.168.15.3 registrou um falha de senha para um usuário inválido (root) de IP remoto (192.168.15.7), ocorrido em uma porta ssh2. Isso pode indicar um ataque de força bruta ou tentativa de acesso não autorizado.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 registrou um falha de senha para um usuário inválido (root) de IP remoto (192.168.15.7), ocorrido em uma porta ssh2. Isso pode indicar um ataque de força bruta ou tentativa de acesso não autorizado.
Recomendação: Afixar o host 192.168.15.3 e aplicar atualizações recentes do sistema operacional. Também é recomendável configurar restringir a porta SSH2 para 22 e desativar acesso SSH de remoto. Realizar um backup completo após essas ações.",Failed password for invalid user root from 192.168.15.7 port 46007 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
56,2026-09-01 20:15:34,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,45.33.32.156,"O log informa um falha de senha para um usuário inválido (root) a partir de uma IP externa (45.33.32.156) conhecida como Fremont, Estados Unidos. Esta ação representa uma vulnerabilidade de segurança crítica, pois permite a exploração de um ponto fraco na autenticação de um usuário importante.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Akamai Technologies, Inc. | Local: Fremont/United States | Serviços expostos na origem (45.33.32.156): Portas [22, 80]",qwen2.5:3b,"Parecer: O log informa um falha de senha para um usuário inválido (root) a partir de uma IP externa (45.33.32.156) conhecida como Fremont, Estados Unidos. Esta ação representa uma vulnerabilidade de segurança crítica, pois permite a exploração de um ponto fraco na autenticação de um usuário importante.
Recomendação: Implementar medidas de segurança apropriadas como autenticação de dois fatores, atualização do software de autenticação e monitoramento ativo para identificar e reagir a futuras tentativas de login não autorizado.",Failed password for invalid user root from 45.33.32.156 port 33890 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
55,2026-09-01 20:14:27,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.12,"Este log indica um ataque de força bruta tentando acessar o usuário root no host 192.168.15.3. O atacante vem de uma localização desconhecida (192.168.15.12) que está na mesma rede local. Esta tentativa de login falhou, indicando que o usuário root não existe ou está desativado. Essa tentativa de acesso não autorizado é altamente preocupante, pois pode indicar um ataque de comprometimento de rede ou uma tentativa de escaneamento para identificar vulnerabilidades de segurança.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.12. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: Este log indica um ataque de força bruta tentando acessar o usuário root no host 192.168.15.3. O atacante vem de uma localização desconhecida (192.168.15.12) que está na mesma rede local. Esta tentativa de login falhou, indicando que o usuário root não existe ou está desativado. Essa tentativa de acesso não autorizado é altamente preocupante, pois pode indicar um ataque de comprometimento de rede ou uma tentativa de escaneamento para identificar vulnerabilidades de segurança.
Recomendação: A recomendação é tomar medidas imediatas para mitigar este risco. Primeiramente, devemos restringir o acesso ao usuário root no host 192.168.15.3 ou até mesmo desabilitá-lo completamente. Em seguida, devemos revisar os logs para verificar se há qualquer outro ataque similar. Finalmente, devemos implementar medidas de segurança mais rigorosas, como autenticação multifator e atualizações contínuas do sistema, para prevenir futuros ataques de força bruta.",Failed password for invalid user root from 192.168.15.12 port 33957 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
54,2026-09-01 20:13:39,INFO,Acesso SSH Autorizado,OPERACIONAL,45.33.32.156,"O evento de segurança no host 192.168.15.3 indica que o host foi acionado para aceitar uma chave pública SSH proveniente de 45.33.32.156, uma IP associada a uma localização em Fremont, Estados Unidos. A ação de aceitação parece estar dentro dos padrões de segurança de host, não havendo sinais de ameaça imediata. No entanto, é recomendado que os administradores de rede avaliem a fonte da chave pública para garantir que não há atividades suspeitas.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,"Provedor: Akamai Technologies, Inc. | Local: Fremont/United States | Serviços expostos na origem (45.33.32.156): Portas [22, 80]",qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 indica que o host foi acionado para aceitar uma chave pública SSH proveniente de 45.33.32.156, uma IP associada a uma localização em Fremont, Estados Unidos. A ação de aceitação parece estar dentro dos padrões de segurança de host, não havendo sinais de ameaça imediata. No entanto, é recomendado que os administradores de rede avaliem a fonte da chave pública para garantir que não há atividades suspeitas.
Recomendação: Verificar a fonte da chave SSH para garantir que está anotada e conforme esperado",Accepted publickey for servidor from 45.33.32.156 port 55040 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
53,2026-09-01 20:12:28,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.1,"O log indica um ataque de ataque de força bruta contra o usuário root através de SSH. A tentativa foi realizada de uma IP externa (192.168.15.1), indicando um ataque potencial de comprometimento da segurança do sistema. Esse evento é altamente preocupante porque invoca o uso de uma senha inválida pelo usuário root, que tem privilégios elevados.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Serviços expostos na origem (192.168.15.1): Portas [22, 80]",qwen2.5:3b,"Parecer: O log indica um ataque de ataque de força bruta contra o usuário root através de SSH. A tentativa foi realizada de uma IP externa (192.168.15.1), indicando um ataque potencial de comprometimento da segurança do sistema. Esse evento é altamente preocupante porque invoca o uso de uma senha inválida pelo usuário root, que tem privilégios elevados.
Recomendação: Implementar mecanismos de proteção contra ataque de força bruta, como a utilização de autenticação baseada em dois fatores. Também é recomendado realizar uma análise de vulnerabilidades para identificar e remediar outros pontos fracos no sistema. Deverá ser feita uma auditoria de segurança para entender como e onde ocorreu a violação. Em seguida, a redefinição de senhas de todos os usuários criticamente vulneráveis deve ser realizada imediatamente.",Failed password for invalid user root from 192.168.15.1 port 56688 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
52,2026-09-01 20:11:32,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.7,"O evento de segurança no host 192.168.15.3 registrou um ataque de força bruta, onde um usuário inválido (root) tentou entrar no sistema por meio de uma conexão SSH remota do IP 192.168.15.7. Isso representa um alto risco, já que o ataque foi bem-sucedido e o usuário tentou entrar usando a senha inválida root.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 registrou um ataque de força bruta, onde um usuário inválido (root) tentou entrar no sistema por meio de uma conexão SSH remota do IP 192.168.15.7. Isso representa um alto risco, já que o ataque foi bem-sucedido e o usuário tentou entrar usando a senha inválida root.
Recomendação: Implementar medidas de segurança adicionais, como um limite de tentativas de login, redefinir as senhas root se achar seguro e instalar e configurar um software de anti-fuerza bruta.",Failed password for invalid user root from 192.168.15.7 port 33922 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
51,2026-09-01 20:10:37,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.7,"O log indica um ataque de força bruta contra o usuário root de uma máquina remota com IP 192.168.15.7. O ataque falhou, indicando que o usuário não existe ou não possui as credenciais corretas. Essa tentativa de login fornece evidências de uma invasão à segurança do sistema.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O log indica um ataque de força bruta contra o usuário root de uma máquina remota com IP 192.168.15.7. O ataque falhou, indicando que o usuário não existe ou não possui as credenciais corretas. Essa tentativa de login fornece evidências de uma invasão à segurança do sistema.
Recomendação: Ação preventiva recomendada: Implementar medidas de segurança, como autenticação forte, bloqueio de contas após várias tentativas falhadas, e monitoramento de login. Além disso, atualizar o sistema operacional para corrigir qualquer vulnerabilidade conhecida. Implementar também ferramentas de monitoramento de atividades de login e alertas.",Failed password for invalid user root from 192.168.15.7 port 33405 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
50,2026-09-01 20:09:40,INFO,Acesso SSH Autorizado,OPERACIONAL,103.253.145.22,"O evento de segurança no host 192.168.15.3 é um evento de aceitação de chaves pública SSH. O evento foi registrado quando uma conexão SSH foi estabelecida de uma origem com IP 103.253.145.22, que é localizada em Singapore, Singapore. Essa conexão foi aceita com sucesso, indicando que a chave pública do servidor de destino foi verificada corretamente pelo cliente. Este é um evento de segurança leve, pois não há indicações de fraude, malwares ou qualquer outra atividade suspeita.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 é um evento de aceitação de chaves pública SSH. O evento foi registrado quando uma conexão SSH foi estabelecida de uma origem com IP 103.253.145.22, que é localizada em Singapore, Singapore. Essa conexão foi aceita com sucesso, indicando que a chave pública do servidor de destino foi verificada corretamente pelo cliente. Este é um evento de segurança leve, pois não há indicações de fraude, malwares ou qualquer outra atividade suspeita.
Recomendação: Não há recomendação específica para este evento, pois ele não apresenta riscos significativos ao sistema. No entanto, é aconselhável atualizar a configuração de segurança do servidor para garantir que a chave pública SSH está disponível e não está exposta. Além disso, recomenda-se verificar a integridade da chave pública SSH e a conformidade com as políticas de chave pública SSH da organização.",Accepted publickey for servidor from 103.253.145.22 port 50234 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
49,2026-09-01 20:08:50,INFO,Acesso SSH Autorizado,OPERACIONAL,103.253.145.22,"O evento de segurança registrou uma conexão SSH autorizada de um IP externo (103.253.145.22) para o host 192.168.15.3. Este tipo de conexão é normal e pode ser considerada segura, pois as conexões SSH são frequentemente feitas entre servidores. No entanto, é recomendável atualizar as ferramentas de monitoramento de segurança para que a atividade não autorizada seja facilmente detectada.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O evento de segurança registrou uma conexão SSH autorizada de um IP externo (103.253.145.22) para o host 192.168.15.3. Este tipo de conexão é normal e pode ser considerada segura, pois as conexões SSH são frequentemente feitas entre servidores. No entanto, é recomendável atualizar as ferramentas de monitoramento de segurança para que a atividade não autorizada seja facilmente detectada.
Recomendação: Atualizar as ferramentas de monitoramento de segurança para garantir uma detecção mais eficaz de atividades não autorizadas. Também é recomendado configurar restrições de firewall para controlar as conexões SSH de IP externos.",Accepted publickey for servidor from 103.253.145.22 port 52898 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
48,2026-09-01 20:07:53,CRITICO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.1,"O evento identificado é uma tentativa de acesso inválido ao host (192.168.15.3) pelo usuário 'root' desde o IP remoto (192.168.15.1). Esta tentativa de acesso é considerada inválida, sugerindo um ataque de força bruta ou malwares que buscam por logins não autorizados. Esta tentativa de acesso foi rejeitada.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Serviços expostos na origem (192.168.15.1): Portas [22, 80]",qwen2.5:3b,"Parecer: O evento identificado é uma tentativa de acesso inválido ao host (192.168.15.3) pelo usuário 'root' desde o IP remoto (192.168.15.1). Esta tentativa de acesso é considerada inválida, sugerindo um ataque de força bruta ou malwares que buscam por logins não autorizados. Esta tentativa de acesso foi rejeitada.
Recomendação: Implementar medidas de proteção contra força bruta, como tempo de espera entre tentativas de login, e atualizar os firewalls para bloquear o IP remoto. Também é recomendável redefinir as senhas do usuário root em todos os hosts para proteger o sistema.",Failed password for invalid user root from 192.168.15.1 port 59231 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
47,2026-09-01 20:06:50,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,103.253.145.22,"O evento de segurança no host 192.168.15.3 indica um falha de autenticação para um usuário inválido (root) de uma IP externa (103.253.145.22, localizada em Singapore, China) tentando acessar o host através da porta SSH (47473). Este ataque malicioso indicou uma brecha de segurança e pode ter causado um acesso não autorizado ao sistema. O ataque se caracteriza como um ataque de força bruta para tentar realizar logins fraudulentos.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: DIGITALOCEAN | Local: Singapore/Singapore | Serviços expostos na origem (103.253.145.22): Portas [22, 80, 443]",qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 indica um falha de autenticação para um usuário inválido (root) de uma IP externa (103.253.145.22, localizada em Singapore, China) tentando acessar o host através da porta SSH (47473). Este ataque malicioso indicou uma brecha de segurança e pode ter causado um acesso não autorizado ao sistema. O ataque se caracteriza como um ataque de força bruta para tentar realizar logins fraudulentos.
Recomendação: Realizar atualizações de segurança imediatas e aconselháveis, verificar e aplicar as correções de vulnerabilidades no sistema e suas dependências relacionadas. Realizar uma auditoria de segurança para identificar outros pontos de vulnerabilidade e tomar medidas de proteção apropriadas. Ativar o firewall e implementar configurações de segurança adicionais para impedir futuras tentativas de ataque.",Failed password for invalid user root from 103.253.145.22 port 47473 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
46,2026-09-01 20:06:02,INFO,Acesso SSH Autorizado,OPERACIONAL,192.168.15.7,"O evento de segurança no host 192.168.15.3 indica que um host externo (192.168.15.7) foi aceito com uma chave pública SSH para a máquina 'servidor'. Este evento é considerado um login apropriado, pois a conexão foi autorizada. No entanto, uma avaliação adicional é necessária para garantir que todas as conexões SSH que usam chaves públicas foram configuradas de forma segura.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),Sessão Monitorada,Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Sondagem concluída em 192.168.15.7. Nenhum serviço público detectado.,qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 indica que um host externo (192.168.15.7) foi aceito com uma chave pública SSH para a máquina 'servidor'. Este evento é considerado um login apropriado, pois a conexão foi autorizada. No entanto, uma avaliação adicional é necessária para garantir que todas as conexões SSH que usam chaves públicas foram configuradas de forma segura.
Recomendação: Verificar a política de conexão SSH para garantir que apenas chaves públicas aprovadas sejam aceitas. Também, verificar as configurações de segurança para evitar a exposição não intencional de chaves públicas em configurações padrão.",Accepted publickey for servidor from 192.168.15.7 port 31948 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
45,2026-09-01 20:05:00,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,45.33.32.156,"O evento de segurança no host 192.168.15.3 indica uma tentativa de login falha para o usuário root usando um endereço IP suspeito (45.33.32.156). Esta ação é considerada uma tentativa de compromisso de sistema, pois o usuário é considerado invalido e a tentativa ocorreu de um endereço de IP internacional, possivelmente da Fremont, Estados Unidos. Essa tentativa de login falha é uma violação da política de segurança da informação e representa um risco significativo para a segurança do sistema.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Akamai Technologies, Inc. | Local: Fremont/United States | Serviços expostos na origem (45.33.32.156): Portas [22, 80]",qwen2.5:3b,"Parecer: O evento de segurança no host 192.168.15.3 indica uma tentativa de login falha para o usuário root usando um endereço IP suspeito (45.33.32.156). Esta ação é considerada uma tentativa de compromisso de sistema, pois o usuário é considerado invalido e a tentativa ocorreu de um endereço de IP internacional, possivelmente da Fremont, Estados Unidos. Essa tentativa de login falha é uma violação da política de segurança da informação e representa um risco significativo para a segurança do sistema.
Recomendação: Implementar medidas de segurança adicionais, como autenticação multifator, restringir a lista de usuários permitidos para login remoto, e realizar atualizações de software. Também é recomendável revisar e atualizar as políticas de segurança do sistema.",Failed password for invalid user root from 45.33.32.156 port 40284 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
44,2026-09-01 20:04:04,ALTO,Ataque Detectado (Brute Force SSH),ALERTA / SOB ATAQUE,192.168.15.1,"O log indica um ataque de força bruta em um host no IP 192.168.15.3, onde um usuário desconhecido (root) está tentando se conectar ao host através da porta SSH com um endereço IP externo (192.168.15.1). Este tipo de ataque é uma vulnerabilidade conhecida e representante de um ataque de força bruta que pode resultar em acesso não autorizado ao host.",Auditado em Ambiente Linux Turbo v1.5 (Art. 46 LGPD),[KILL SWITCH ERROR] Erro SSH ao encerrar sessão: timed out | [SOAR CRITICAL] Erro de conexão SSH UFW: timed out,"Provedor: Infraestrutura Interna | Local: Local (LAN)/Rede Privada / Intranet | Serviços expostos na origem (192.168.15.1): Portas [22, 80]",qwen2.5:3b,"Parecer: O log indica um ataque de força bruta em um host no IP 192.168.15.3, onde um usuário desconhecido (root) está tentando se conectar ao host através da porta SSH com um endereço IP externo (192.168.15.1). Este tipo de ataque é uma vulnerabilidade conhecida e representante de um ataque de força bruta que pode resultar em acesso não autorizado ao host.
Recomendação: Implementar medidas de proteção como restringir o acesso a porta SSH, adotar autenticação multi-fator, e monitorar os acessos à porta SSH. Além disso, atualizar o software SSH para a versão mais recente que pode conter correções para vulnerabilidades conhecidas.",Failed password for invalid user root from 192.168.15.1 port 52249 ssh2,Linux Ubuntu Target (Dynamic Ingestion)
